user_id,article_id,article_rating
471,2326,9
1480,111,9
542,111,7
2673,2314,7
2568,2060,6
631,2388,4
1824,2138,1
849,1942,10
2371,1887,3
2302,2138,5
1594,1707,5
1496,2444,5
508,2138,8
1379,375,9
1034,78,6
2330,723,6
2476,2643,7
1185,1279,1
1687,151,8
699,1098,5
2289,87,8
542,1049,2
826,1035,8
2225,428,5
1310,2495,6
462,2088,2
2785,111,2
170,111,4
292,111,6
1597,1866,7
745,2138,6
1981,111,1
1459,2128,7
2289,428,2
1543,2314,7
821,111,3
1337,2138,1
2936,2054,3
1501,973,10
276,838,10
1915,533,8
1574,660,1
1277,1930,4
1866,245,4
2608,2697,6
2044,111,9
1359,793,2
836,1118,8
2476,437,5
1510,1408,7
337,1580,2
531,111,7
2821,664,8
2700,1682,8
1762,2313,7
1838,2138,3
1773,756,9
1971,111,9
1606,111,6
2476,1005,5
2525,2092,3
2169,519,4
1591,1999,7
130,1040,8
2797,564,9
1481,111,3
1726,357,5
1407,2314,5
19,2314,7
564,111,1
711,331,4
2017,111,10
663,1261,10
2787,25,9
2594,1104,8
2616,893,1
81,1783,6
2530,2138,10
802,2041,2
2269,112,10
489,2637,3
2256,2138,10
1041,655,4
1083,2314,8
811,28,2
1232,19,7
885,618,7
2293,1712,3
353,2029,3
135,918,3
2797,1123,10
691,1645,2
822,2371,5
826,1927,4
1090,2138,5
2860,1862,4
2807,169,10
1217,1234,5
123,2516,1
2280,1712,8
807,438,3
537,111,9
2306,2138,10
1976,1754,5
118,146,3
1985,2389,8
608,324,2
1428,1431,2
3,2333,4
823,2303,10
2569,2509,8
2402,665,7
544,130,8
1180,2122,8
2972,1737,4
784,111,4
2604,1342,5
1058,1140,2
1967,458,10
977,245,2
1043,2138,1
2570,1805,1
109,2268,8
706,2314,5
1366,1534,2
2208,1146,10
619,1210,3
2142,2526,4
2476,944,7
924,2727,5
2612,111,5
821,302,2
2665,908,8
875,348,9
1135,268,8
1316,1482,2
2110,1029,9
567,111,2
798,406,5
278,111,9
2858,1582,8
959,1055,4
2435,2314,4
454,111,8
2280,890,4
1186,1953,5
513,201,4
808,331,3
1124,1408,2
2054,1892,2
2106,1707,3
1718,1748,7
1574,681,2
904,992,9
467,111,7
2123,1654,3
216,324,1
2807,1145,6
940,1684,4
916,2138,1
2962,1174,8
1617,624,4
933,681,1
2905,2040,3
2309,675,6
2557,1256,2
1978,688,2
2904,142,5
242,2564,6
2280,115,3
1393,761,5
1526,499,10
1930,331,8
1945,2138,5
1754,2212,1
64,1524,6
2474,111,6
1337,2678,5
990,331,4
410,111,4
2554,427,10
2476,1060,10
1036,1272,6
1685,1839,9
2476,693,1
1270,1544,1
781,1038,10
719,2138,7
1422,2092,2
278,529,4
784,1353,8
668,2138,6
984,1648,2
2712,1680,9
2134,242,9
383,1453,9
475,2492,9
1799,511,7
933,452,4
1946,552,8
770,1833,7
2278,111,1
1409,198,1
277,111,9
1642,113,7
1089,111,10
1404,2511,7
2758,2297,6
485,2138,10
1014,331,3
2411,111,5
2870,2693,1
1621,1560,4
342,2343,5
344,1200,9
270,111,5
435,111,5
887,1423,5
1854,111,1
90,2138,2
2984,2138,3
2448,609,8
135,751,9
1077,2104,6
1690,1833,7
20,111,8
269,111,4
687,903,8
2138,2761,2
1962,1833,2
627,224,3
205,51,6
2807,1349,4
2487,111,8
860,2732,6
1928,111,7
2162,945,7
1625,111,8
1085,1879,10
2807,345,2
173,1319,4
2787,1917,6
1682,842,10
1269,1310,1
1269,650,10
2553,2138,10
382,323,2
1515,111,2
2133,803,4
1735,1515,3
664,1310,5
2212,331,5
750,1428,5
1209,2043,1
108,1628,10
1330,1807,2
1352,964,1
2197,1058,4
97,448,2
1931,570,5
635,2138,1
1583,1352,5
1023,2297,2
1887,111,10
2280,2138,4
766,2470,7
686,2314,1
2188,971,8
1541,111,10
332,1833,4
2775,301,10
91,1750,9
1005,1401,8
853,111,2
1570,530,4
2756,80,8
1810,2549,5
2464,2643,6
933,708,9
2323,2718,6
1480,1631,3
2130,111,1
1395,2000,7
135,2314,4
2356,111,9
2169,853,1
2408,1041,7
392,2009,3
1998,608,6
1296,921,1
544,363,8
1885,507,2
180,111,10
1624,111,3
232,1762,3
208,1451,8
2464,56,9
1157,111,6
2618,678,4
1907,2457,7
647,1352,1
10,2138,4
1875,1408,7
1482,2262,3
601,2138,5
1558,111,7
2476,1061,6
581,111,10
136,2178,6
578,111,2
1378,111,5
1023,555,3
2376,1101,5
2029,111,8
826,452,4
2775,2127,7
914,791,7
132,2708,9
1841,243,6
470,111,6
870,111,5
106,2460,9
2596,1352,1
551,111,7
1283,460,4
2309,2680,3
659,2223,10
109,111,8
1348,13,7
2243,111,5
1105,2592,6
1521,1478,5
158,111,2
544,1000,8
778,2138,3
1292,111,8
2394,111,4
2750,111,10
318,931,6
1189,1408,6
2950,951,3
52,111,6
2654,1621,7
1540,1707,4
621,1555,5
1409,156,2
2630,2707,10
367,111,9
1856,331,1
1482,857,8
2929,2222,4
1697,998,4
2888,2138,9
185,111,7
1913,111,7
225,1585,2
2255,2138,6
1730,809,10
2182,1712,8
2041,1811,3
2476,1321,7
1845,111,7
2365,2607,9
1333,1629,9
1009,284,6
2376,880,8
113,1551,9
2768,1240,8
171,2138,8
867,1014,3
2079,2266,7
250,331,9
635,111,3
963,37,9
1532,111,4
528,47,9
99,2722,8
1149,1480,5
1527,1029,5
2153,1108,4
1535,111,7
2756,331,5
2807,980,4
429,331,4
1078,203,6
486,331,1
144,111,8
2250,1266,7
1634,111,8
1792,164,6
476,1802,2
1089,2138,3
1107,2700,1
255,1086,3
2426,775,6
1057,710,3
2476,44,4
1577,256,9
2013,111,9
2569,2695,7
1412,478,6
2142,111,5
1985,1242,2
1485,1882,4
2191,2696,2
2476,37,8
2384,1707,8
1502,1833,8
2122,1357,3
1146,18,7
57,2138,7
2616,1408,3
1958,332,4
1652,2029,4
2880,2157,8
1453,986,9
2168,331,2
2807,1833,6
2184,2732,3
2810,2149,2
1269,1081,9
2904,2229,6
2469,111,7
457,2167,4
435,907,10
2458,1749,6
962,311,6
2200,111,4
705,1551,7
1316,289,7
193,435,9
1499,111,4
297,952,10
1921,111,8
991,1469,8
963,111,1
1740,131,9
258,846,5
834,1706,3
2936,1075,4
1706,1833,3
2032,1088,5
2638,2081,6
2224,619,2
1929,1005,10
977,888,5
1447,1979,8
2148,1049,7
1326,824,7
2647,2643,8
2398,111,8
1374,1095,1
1269,1251,3
1878,216,5
846,111,6
2665,682,2
1066,2492,4
1032,940,1
1324,615,10
790,2138,8
2245,111,6
465,2281,4
1823,2523,8
2588,2314,1
1746,132,8
1552,1479,5
826,1833,1
300,111,10
324,111,9
1475,1604,10
2122,111,7
2632,2314,6
1910,918,2
1443,2269,6
2958,2719,10
2829,2381,7
2882,680,2
277,966,9
110,111,7
1442,483,1
1451,2660,1
1772,1030,10
585,1944,3
836,808,4
464,1935,8
2924,2366,3
1597,1865,10
283,111,4
2285,534,1
757,1072,5
1085,2138,8
2930,130,10
578,331,4
1319,1037,2
2441,331,9
1339,279,4
2186,1640,8
355,2059,8
463,1399,8
1126,1833,2
1216,1060,4
402,1905,1
1615,2139,1
2781,2013,3
2313,2077,6
69,111,8
320,2154,7
591,2472,1
959,2314,3
2205,828,1
1296,691,1
6,846,8
991,111,2
1230,2549,10
2807,960,4
1890,111,10
2182,1534,6
1638,711,4
1379,672,3
695,641,2
1311,403,7
1352,111,2
2984,1833,3
2209,2247,8
656,670,1
1352,331,8
1369,1649,7
1466,1194,2
2593,111,9
2704,2138,7
927,2431,3
674,111,10
1471,1982,2
1042,870,4
1595,317,7
349,2238,2
1792,111,10
2501,2188,10
908,1991,7
2238,111,10
1822,293,10
1083,111,4
1005,1120,9
2037,1997,8
2799,331,3
1793,1833,1
1016,434,9
1856,1833,4
2668,2602,4
1400,1334,9
113,2138,9
1269,111,2
2476,225,8
366,818,10
2320,111,6
2857,1545,10
1143,2728,2
2778,1851,10
908,1143,9
1294,818,5
1194,111,7
2042,1352,1
1298,1344,6
1264,111,9
936,111,1
311,331,5
51,512,6
2622,1123,1
1891,1350,2
629,111,4
2665,1712,10
1074,331,9
505,111,6
1851,658,10
2707,183,4
2695,1633,6
1721,111,9
2461,111,3
1994,1068,4
634,1833,6
571,1281,6
1447,1408,3
2740,235,2
742,1833,10
2476,474,7
746,2138,4
9,386,5
1679,1438,7
2544,2314,6
512,2138,5
456,111,6
2624,1209,6
2442,562,6
2873,2138,10
392,111,6
609,2138,9
2544,632,3
763,501,5
2497,2403,9
1448,1348,7
1269,118,7
2178,671,6
1221,532,3
992,950,6
861,111,3
2632,2098,6
306,111,10
2476,843,1
903,2033,6
1352,649,2
1581,111,2
1922,111,1
627,202,6
2190,2570,7
942,2138,2
2530,1294,8
959,563,8
1363,246,6
2266,22,3
1347,1635,9
1519,111,1
631,994,4
1129,753,4
1250,1001,8
153,1707,2
355,258,1
609,1250,5
2192,1167,2
237,1310,10
2313,2637,8
66,2517,7
1624,2166,7
1610,2371,5
2483,1712,1
291,111,6
71,764,10
2476,786,9
150,777,9
1576,111,10
2553,983,2
840,363,3
2065,111,9
1217,2055,5
749,922,10
2626,1148,2
1127,402,3
542,331,8
1251,708,4
200,2080,1
2657,1127,3
1269,2138,9
1926,344,8
1844,2504,9
267,2138,6
2653,1378,7
967,2622,8
840,2314,6
871,18,8
2921,39,5
2939,751,4
914,1534,6
2807,153,6
1198,1248,2
423,51,7
953,2256,6
1327,2314,8
225,782,8
352,2314,9
2491,2022,9
1401,2391,5
2626,2095,4
1586,1032,8
2807,452,9
2404,111,5
1901,1833,8
2324,2202,8
26,111,7
1385,331,3
1269,333,5
2807,784,4
1233,1884,10
1218,2138,6
871,1402,4
2112,90,4
2807,1175,4
622,372,9
1112,111,2
2228,74,3
2476,507,7
2470,111,6
219,111,6
1395,2344,1
12,25,1
979,111,6
1023,441,1
1321,2100,7
914,783,6
997,267,6
2176,1846,6
113,273,8
2735,111,2
1377,908,2
2511,1396,7
2986,1298,4
2787,111,9
2807,146,5
1306,2314,9
144,2130,10
686,1182,7
1791,111,3
2688,395,9
2537,1770,7
2545,2117,8
1379,1251,4
2616,1302,7
1137,1334,4
1404,2338,10
1126,2105,5
1591,351,7
578,480,2
2709,111,9
1269,1877,1
2467,111,7
1739,303,3
1888,751,6
2023,1408,5
910,414,3
1707,111,1
229,1281,8
2781,331,10
984,1834,7
1809,1409,9
383,1849,6
1266,21,5
1051,1914,8
171,1599,8
444,111,6
2507,1053,9
2628,2413,10
12,434,5
125,2267,5
987,248,10
1379,770,7
138,75,10
515,281,9
196,2218,4
909,1642,5
805,1833,7
2384,1833,10
2085,1707,6
547,895,3
2762,1739,3
574,1833,5
60,111,7
729,1060,5
764,111,5
2429,753,10
1941,111,1
930,1370,4
1379,2592,7
2807,725,4
2757,1293,9
1070,2138,5
2807,918,10
659,111,3
2405,2082,1
440,726,9
690,331,2
1033,111,9
2365,1659,6
1352,95,9
1146,755,5
816,111,9
253,1078,5
1816,2581,7
390,1874,5
1999,111,2
1324,331,9
2610,1658,1
2930,996,8
1214,273,9
591,2012,6
695,2138,10
815,645,3
2822,1697,2
259,2013,7
2321,183,8
2692,708,4
1510,726,8
871,92,6
435,801,10
959,152,1
847,992,6
435,790,3
2464,1631,7
407,1697,10
1768,1378,10
1340,331,7
290,111,2
2186,1125,7
852,422,4
702,1408,4
472,1833,9
2632,1712,3
29,1833,10
2343,2138,7
2280,758,5
2476,2465,2
70,624,8
2371,1408,1
2574,2242,9
1570,2314,4
688,111,7
2176,2314,2
1573,111,9
959,82,4
2059,846,1
2476,1007,9
875,331,8
1696,18,8
1643,815,5
1823,111,9
141,1874,9
1431,111,2
506,618,7
784,720,10
122,2204,9
1750,176,5
2807,303,3
487,2075,1
436,1096,7
959,452,6
391,111,8
87,2204,4
1894,111,4
2199,1844,6
1677,1174,5
2143,111,1
2512,111,2
149,971,7
1241,111,9
1659,111,7
1242,111,5
147,1542,2
1823,751,8
1816,2757,7
2600,111,4
1881,111,3
1370,1635,1
1753,1470,3
2129,647,4
343,2435,4
918,1087,3
1359,1347,2
2476,875,6
59,2407,3
2665,18,3
2880,868,7
813,970,5
1769,418,2
1930,1534,6
1670,111,4
309,1534,4
804,552,9
2410,1633,1
1616,111,1
2057,1360,7
82,2326,9
212,1012,1
707,111,4
2110,1109,3
341,2702,1
915,2116,7
2109,350,10
291,2054,9
2637,968,2
2320,567,2
2320,2026,4
124,1534,3
487,1363,3
2329,1280,1
1863,2138,7
1117,559,10
575,111,8
642,1923,4
669,2138,9
176,2314,4
1549,2035,7
2952,797,8
2766,1833,5
752,2322,10
1117,10,6
2179,731,4
1146,404,6
2974,331,4
2476,523,10
2476,1152,8
113,331,7
499,1402,2
2796,398,1
2026,1833,8
1953,519,7
2096,111,7
992,841,10
2262,1966,9
416,111,7
584,547,8
368,2446,1
462,1646,1
696,2123,5
1100,1925,9
2609,1083,4
639,111,5
2247,2314,9
998,235,4
2198,1736,8
223,1302,1
922,721,3
244,111,1
605,1712,4
2195,412,7
2500,567,1
1454,111,9
594,2038,8
326,1363,3
2401,111,8
1982,2314,8
1830,111,10
1595,2369,10
73,1069,1
1922,866,9
1409,656,4
149,394,6
2807,904,7
351,1058,8
220,2138,6
1530,2274,2
1672,58,2
2600,2267,1
831,400,9
1602,1296,2
1885,1307,1
1413,809,3
150,2312,1
960,111,2
1379,732,5
2632,1110,6
2805,696,2
2285,305,9
335,111,10
2410,1101,6
2725,111,10
1314,236,5
1938,418,7
2464,1159,3
1290,76,2
2294,2713,10
1644,111,1
1543,895,6
2934,1015,5
800,886,10
959,10,10
709,885,6
1142,118,7
2605,184,2
717,2275,9
1324,1392,5
2716,1510,5
1535,1707,4
83,1707,3
1738,1862,10
1844,111,6
2060,1833,8
56,49,1
1073,1449,3
2771,59,8
825,617,10
2870,517,3
49,30,3
1734,535,2
1282,111,4
2992,1052,9
2145,603,2
2133,2138,8
872,2138,6
963,1686,8
2529,111,10
269,1571,5
430,1712,2
1297,111,4
2897,2138,5
453,577,3
375,336,1
1217,1924,3
1795,1639,3
1103,2138,4
1269,1712,9
605,229,5
2376,841,2
1811,1966,10
1952,1941,10
832,1079,7
1485,803,7
613,452,5
2476,292,9
1833,1582,4
2283,111,1
1023,1300,3
496,1408,3
1831,1349,9
1768,1198,7
2579,1348,2
2293,1285,9
255,823,9
2696,1408,1
1876,111,2
933,111,6
1637,2137,8
955,1358,7
365,2430,9
2563,1643,7
1399,1100,4
706,111,7
1661,2608,7
1614,602,10
2869,1366,6
687,2314,3
2536,111,6
1169,133,8
783,190,9
848,411,1
988,1187,6
2843,170,2
1808,908,7
671,217,10
732,2062,6
685,282,6
510,111,8
2374,111,1
1452,2530,4
779,1408,9
457,1022,2
1755,111,10
2151,331,9
452,111,6
135,346,4
1926,1345,9
1007,111,10
234,1408,7
600,1713,9
731,1495,7
744,111,6
1516,111,4
1171,1314,6
472,111,8
908,2138,9
1862,111,1
2462,171,7
1886,242,1
1251,1843,4
283,1408,2
150,1855,10
2092,1371,4
418,1394,9
1332,292,7
1833,111,1
2906,1498,8
373,2314,1
1394,2377,8
1036,2290,5
2697,1952,5
524,1593,6
2109,2107,8
739,1237,8
305,2278,1
2856,622,9
1976,2338,8
2109,331,9
2716,111,1
2224,1712,7
650,111,3
400,2229,7
1373,2138,2
2665,721,1
787,111,5
1605,111,9
1540,1408,4
2162,1833,3
298,111,4
2492,267,9
2723,452,2
1221,556,10
2253,323,7
1808,2138,6
135,100,2
1749,111,1
826,1295,3
68,111,7
2096,2303,2
2488,2138,3
1293,111,9
2229,111,2
689,2314,1
1818,1084,1
1925,1833,4
1182,1975,6
2733,985,6
135,1289,5
1670,980,3
1811,111,1
1675,240,6
1652,111,10
2676,1177,7
69,1713,10
1105,111,2
1029,551,4
565,2138,3
1919,2646,3
2075,2438,10
2305,2676,3
1786,119,10
2289,2462,3
887,2314,2
435,983,7
1186,1923,7
2788,2138,5
1158,111,8
971,1268,6
790,111,1
294,2061,2
2169,444,9
2550,111,1
790,1324,6
1345,2009,3
2248,832,1
2368,2505,8
1827,1251,5
1214,111,1
2653,111,4
396,1592,6
2464,1707,10
456,1408,6
1089,1833,9
2310,984,8
2102,2496,4
2304,111,3
2984,2314,7
2385,951,9
330,1487,8
826,1630,8
214,1035,2
2505,442,4
1925,2468,4
262,664,7
2234,1129,1
258,2439,6
2606,366,3
1317,2138,9
1146,736,4
2476,42,2
372,2582,4
1329,111,6
2059,111,6
2440,828,1
1564,2314,5
609,2314,1
941,2138,5
38,1408,2
324,147,2
1285,1331,7
2719,2683,8
583,2450,5
1501,2194,6
2666,345,6
2990,557,9
2653,579,7
1984,1343,6
710,111,9
177,2138,6
1270,111,6
826,2643,2
2376,330,3
2195,1196,6
2608,1408,4
1676,111,7
2324,2554,2
392,1205,3
1485,107,3
1245,1144,1
1356,1229,10
896,2077,2
281,101,9
2660,2577,4
85,2138,9
1490,111,2
671,331,5
1993,315,5
1739,111,3
682,2070,8
944,111,1
1076,2371,7
2952,361,9
2807,1275,8
2702,1459,1
1005,884,8
2664,712,3
2047,795,3
2108,1669,10
1269,616,10
465,111,4
1208,837,10
1605,591,4
918,1923,1
2463,346,9
1960,1987,2
980,591,8
1025,2314,5
1251,908,5
1501,1342,6
40,111,7
199,111,5
1415,1012,3
1918,1769,7
1269,879,6
2598,1696,3
2191,111,9
1166,663,3
2169,68,4
357,502,9
2223,662,1
2243,37,7
1785,111,7
1450,1368,2
376,1030,10
1071,111,7
2608,2138,1
2309,1167,7
481,111,2
2632,1057,4
2867,1544,10
1918,111,1
672,2019,2
1217,201,8
1031,452,2
70,1866,2
1175,111,1
2628,1408,5
2494,2138,8
1808,337,1
694,1899,6
362,111,10
651,622,10
1198,2314,4
2973,2521,8
146,599,8
1986,1316,2
1906,2505,4
750,1176,3
705,2138,5
2831,815,10
1269,517,6
1352,507,1
1312,111,9
2770,2123,7
2888,562,4
2364,1789,10
981,2660,4
2852,2045,10
2185,505,2
1539,1460,7
2476,1257,3
544,93,10
13,2085,9
1863,277,4
1306,331,8
775,41,9
871,2151,6
1508,44,6
144,1624,9
2463,1833,9
1093,1320,8
298,75,1
953,954,3
2350,2615,10
1121,2138,8
2361,807,3
2561,1685,3
1569,1309,10
1400,111,1
512,730,5
2183,578,4
1258,2030,4
858,2138,5
1584,2415,7
1582,1205,3
1680,1000,9
1941,2138,2
686,1833,4
1808,66,7
641,1669,2
668,1776,10
177,203,8
1798,1823,7
1260,111,2
2807,762,9
2476,1073,9
2963,1903,7
2760,1029,2
742,2138,4
456,908,5
1622,2717,5
2477,2637,6
2722,2571,1
707,2064,6
1269,1281,5
1558,1895,7
248,729,5
1245,2138,6
1409,1927,8
1175,1069,6
705,2055,7
268,952,8
2003,111,8
1652,1017,4
3,1408,1
1447,1270,5
110,2124,1
914,1159,3
1711,2441,3
847,111,2
1610,861,8
1695,111,10
1100,2314,1
1998,2138,7
1075,1959,10
2476,461,2
1760,111,7
1646,1229,5
2616,268,7
388,1325,6
1046,331,3
721,111,4
1679,2371,2
2310,533,9
511,2314,5
930,2112,5
592,828,8
959,19,10
1269,1206,3
1371,1397,10
2582,111,1
350,111,8
1591,111,4
961,111,9
469,18,9
1991,111,5
2476,883,6
125,743,1
184,1,10
2899,2240,9
2825,2550,2
2007,2138,10
965,111,4
929,111,4
2711,111,4
2249,111,6
2476,2637,10
940,111,10
2226,14,3
1180,111,8
1841,1256,1
2211,504,7
2552,111,4
214,1833,2
1457,941,6
2148,1894,1
933,507,6
2110,1707,10
2604,106,4
802,2176,10
414,331,1
52,549,8
1793,111,9
113,2428,8
1417,1598,7
2445,1335,1
1336,1529,7
496,312,1
2464,2637,10
2413,1713,8
812,1942,10
2139,111,9
2815,2602,9
1588,111,9
438,2637,8
2747,190,6
1924,338,4
2236,2076,8
2660,587,8
784,2138,10
1565,1874,10
1529,2231,3
763,1134,8
851,111,7
811,1689,4
486,1528,5
637,2314,6
162,987,9
153,111,6
2036,892,1
470,2274,5
1754,1507,2
1140,938,10
575,1709,4
376,111,8
475,111,6
435,632,4
1659,2211,4
1764,111,5
1698,256,5
619,111,9
2344,2312,6
1931,111,3
829,912,9
1197,2038,5
1354,1066,2
2476,1246,3
2897,2314,6
2771,404,5
1414,877,3
906,111,7
789,111,2
428,1107,1
2476,659,7
833,111,6
826,37,5
113,619,3
1231,111,1
2198,321,8
1547,2314,1
822,984,6
13,111,1
1496,100,7
1179,1781,1
1977,2716,3
167,1833,2
1161,478,1
2997,37,5
2124,111,6
779,2740,5
1074,981,3
716,1753,2
2798,1805,9
2790,331,5
649,1745,2
340,111,2
309,1314,9
885,1008,9
2660,1057,7
998,925,8
2241,1518,5
633,2355,1
75,2162,2
2604,1834,9
1188,1241,4
2458,2731,10
2464,1706,8
21,111,1
2222,983,4
2738,972,7
29,1381,10
2078,111,1
826,2229,7
1965,750,1
542,1090,2
1379,1281,9
386,980,5
2727,111,3
264,111,9
331,840,10
2617,111,2
1419,1833,8
174,956,6
2807,268,8
1501,560,4
1117,2138,10
826,77,2
2807,193,4
2888,1258,5
1693,144,6
1878,111,1
1246,2445,3
2807,596,1
1090,1824,5
1586,479,5
1023,111,5
1741,111,2
2106,848,1
1696,2637,9
2611,2314,8
1125,928,3
784,1833,8
1626,929,4
2479,61,4
2743,910,7
283,844,9
1870,1571,9
2396,2303,10
1320,2556,4
1307,343,8
1945,136,5
2873,2637,2
879,111,9
679,111,2
2099,2138,3
2929,1019,6
371,1485,2
2342,2528,9
2169,341,2
1007,1530,5
2222,2687,10
2586,111,5
2169,908,9
1927,1195,7
227,1225,4
2372,1406,10
808,111,9
838,2039,7
2449,111,7
1853,1753,1
2510,1839,3
2582,1833,6
2888,505,10
637,2138,1
1206,331,3
1539,111,2
2613,800,4
2532,2138,10
222,111,2
457,1640,1
2676,351,1
2470,1802,5
1475,1634,9
1748,1075,1
2476,218,1
305,450,10
2370,111,9
2373,504,5
2789,339,10
785,1412,9
407,1434,5
2281,111,5
2537,2138,2
627,2229,5
1166,1220,4
1527,111,2
1843,697,2
506,2138,3
196,1066,5
959,1960,5
79,478,7
2106,2714,5
2788,996,3
2049,390,8
834,2138,2
2482,695,7
2426,995,8
2169,1927,3
1834,502,5
946,526,6
42,2449,8
1251,97,9
719,1414,2
2279,111,5
2276,260,1
2809,2745,9
2547,740,8
2246,68,7
2792,331,8
1930,1408,4
2487,456,3
827,2446,5
260,2350,8
1419,1852,10
2633,1315,4
315,111,9
119,2314,9
1714,1427,3
918,323,2
1548,282,3
1989,2138,2
396,2138,10
2940,2005,10
2730,2208,1
947,2414,5
376,1712,9
179,111,4
301,18,9
367,1833,8
2807,1344,3
959,1070,1
2280,1281,5
1352,1188,10
186,321,4
1660,2138,10
2093,111,7
2289,2371,10
1479,1777,6
862,111,10
2399,1621,9
1684,2244,10
2865,1619,10
649,1345,6
2032,111,6
1417,2516,7
899,111,10
2116,196,5
2460,2745,9
106,395,10
35,111,8
914,2505,3
2148,111,9
330,111,9
2169,950,9
1307,220,7
1226,1426,4
1200,111,4
2249,2000,4
2272,111,1
1920,195,6
2476,2184,2
1553,35,2
484,1833,3
880,1833,5
2538,2314,2
2547,111,7
1460,385,4
1271,111,1
2142,1135,7
300,190,9
1269,1327,1
1442,111,6
2290,620,6
1349,2749,4
933,404,3
1250,1016,1
301,479,8
321,2138,7
1978,111,6
180,717,7
608,111,1
2236,2314,10
1682,2222,6
2750,331,5
1190,389,2
219,1843,5
1406,331,1
2164,2637,1
1606,492,7
1082,111,5
135,1833,2
1388,823,4
2888,133,1
2804,526,4
1910,1408,4
2706,1137,6
639,647,5
2337,608,8
2466,111,1
855,438,3
377,1126,6
902,321,9
156,111,2
2094,822,5
1560,2138,6
1124,2314,1
2393,2586,5
173,1644,9
2324,924,10
2270,1712,6
690,2138,3
603,2138,5
12,1534,6
135,1370,4
1138,20,5
709,2504,7
170,2682,5
612,1833,1
1411,1330,1
745,111,5
2831,2031,6
2621,531,4
1705,878,8
718,111,1
920,2684,6
2013,661,2
2758,111,6
2476,777,9
290,2408,7
1539,260,8
2628,1783,1
1777,1263,6
779,2138,8
1578,2758,4
456,1686,9
827,1833,5
2357,2138,6
2398,395,8
2244,176,3
2608,946,2
2606,2736,2
2476,1255,3
1342,542,4
1269,1707,2
957,67,10
1146,1408,7
1474,280,10
2768,2531,1
1021,111,5
841,825,2
119,1381,4
1019,2217,8
876,956,1
2285,1534,5
1363,111,6
1046,1833,8
1578,1219,5
2293,111,4
1174,111,2
1004,1224,3
1944,268,7
2807,143,4
1024,111,1
2087,2396,3
1341,1089,7
502,521,7
2476,281,5
1616,1553,4
2854,666,9
2376,111,10
2640,753,9
1772,2138,4
1352,29,6
1474,111,5
2814,1172,6
2363,111,8
1269,1833,6
589,2611,1
2101,1280,8
1066,1247,8
2462,2136,8
1239,111,7
2281,1437,5
305,111,6
871,1272,3
1026,9,3
1129,310,9
435,870,9
1511,452,10
12,111,3
205,111,8
2414,281,1
1880,111,1
1840,118,9
538,2714,5
1969,1383,6
1025,1031,7
1568,1833,2
1233,111,9
2807,1707,5
354,892,9
1398,1307,8
2017,258,1
2017,1447,5
2984,1466,10
1570,908,7
556,2314,8
164,331,3
361,60,6
887,735,3
2807,626,3
1124,111,9
2726,2301,5
430,693,10
1289,111,8
2285,331,3
706,2024,2
2109,611,10
977,2138,6
914,166,4
2622,2466,8
29,2688,9
1997,546,6
906,2159,6
236,111,6
2724,331,4
600,2254,8
439,523,1
1241,2571,2
1604,111,9
135,2516,5
2641,2637,10
452,57,7
2455,1877,9
2329,205,9
1176,1712,10
989,791,7
418,2442,5
609,1833,8
2012,542,4
959,1654,7
1089,675,3
55,111,7
1885,1966,7
1625,680,3
1251,1218,9
1250,926,7
981,2138,6
1667,582,3
2468,362,4
2070,286,7
2408,1468,3
2103,442,6
2807,237,7
2888,896,4
2667,1344,9
512,331,9
1939,1426,7
1815,2314,6
110,526,4
517,111,7
2665,593,2
161,111,4
1998,111,8
2170,2444,8
2001,887,6
1269,1146,6
706,1534,7
323,398,3
1379,2178,2
1824,2552,8
2152,111,3
2059,40,8
2929,2039,2
2753,111,5
2670,1750,6
2112,614,1
2527,1488,2
824,1707,4
2807,341,2
1514,650,6
1269,985,9
132,2138,3
1830,2442,9
1385,2402,7
2021,111,5
2169,52,3
2339,526,9
2399,1525,8
2872,2339,3
2733,128,8
195,508,6
2932,1772,4
1017,1092,1
912,281,1
1665,111,3
283,1231,4
2415,2141,2
171,1408,7
1858,1942,4
1450,404,8
1583,987,10
1395,111,2
2984,495,3
2778,466,1
1146,1631,10
856,111,7
2497,111,8
1269,1279,5
1750,2371,4
1036,2111,4
183,2075,6
2778,2144,2
114,575,8
2678,111,7
834,2314,5
1288,1104,5
2760,123,7
2174,111,1
2510,111,4
864,1435,2
135,411,1
667,111,9
683,111,9
499,38,3
29,2472,4
2644,111,5
871,111,4
1095,181,4
728,373,8
2110,481,3
2868,1978,7
725,2314,6
2548,2138,7
1208,2112,6
1172,1186,4
2626,853,3
2689,111,4
881,826,9
78,25,2
2156,842,2
2251,1833,9
1029,1061,6
387,2741,1
1845,835,5
908,1534,8
2072,38,8
977,1047,10
1049,564,1
2111,111,5
763,1833,4
1346,111,9
482,1033,9
171,554,3
2213,191,3
776,2410,1
2989,1834,8
1555,748,7
2426,21,3
2831,207,10
2806,1578,2
2423,111,9
1874,111,2
2108,63,1
409,1117,4
671,2591,3
293,404,4
2888,297,10
2146,2138,10
2285,1158,4
182,331,4
2024,111,2
1496,597,3
287,981,6
2616,499,1
2094,37,7
884,111,6
1584,1842,2
2175,2164,10
2073,34,6
2388,1833,6
1908,689,4
586,116,9
507,871,9
2626,111,1
1269,652,10
